time,latitude,longitude,mag,net,place
2018-02-09T16:52:39.550Z,19.2383,-64.9596,3.41,pr,"97km NNW of Road Town, British Virgin Islands"
2018-02-09T16:50:05.970Z,19.1343,-64.8455,4.5,us,"83km NNW of Road Town, British Virgin Islands"
2018-02-09T16:33:48.645Z,40.1673,-121.0425,0.8,nn,"8km WNW of Greenville, California"
2018-02-09T16:08:22.774Z,38.9907,-118.359,0.7,nn,"40km WNW of Gabbs, Nevada"
2018-02-09T16:07:19.550Z,18.7743333,-155.107,1.9,hv,"63km SE of Pahala, Hawaii"
2018-02-09T16:02:56.810Z,35.7988333,-121.2445,2.15,nc,"18km NNW of San Simeon, CA"
2018-02-09T15:55:40.670Z,33.5126667,-116.45,0.31,ci,"21km SW of La Quinta, CA"
2018-02-09T15:54:12.790Z,33.5075,-116.4485,1.3,ci,"22km ESE of Anza, CA"
2018-02-09T15:51:50.600Z,33.5063333,-116.4471667,0.48,ci,"22km SW of La Quinta, CA"
2018-02-09T15:48:00.630Z,61.7249,-150.3146,1.5,ak,"14km W of Willow, Alaska"
2018-02-09T15:47:38.030Z,35.2185,-85.0373333,2.22,se,"8km E of Lakesite, Tennessee"
2018-02-09T15:47:05.043Z,61.7181,-150.2893,1.2,ak,"13km WSW of Willow, Alaska"
2018-02-09T15:42:32.613Z,61.7138,-150.2897,1.5,ak,"13km WSW of Willow, Alaska"
2018-02-09T15:29:16.940Z,34.0053333,-117.0181667,0.7,ci,"4km ENE of Calimesa, CA"
2018-02-09T15:13:46.850Z,44.7618333,-110.9676667,1.61,uu,"15km NE of West Yellowstone, Montana"
2018-02-09T15:13:14.060Z,38.8219986,-122.8083344,1.97,nc,"7km NW of The Geysers, CA"
2018-02-09T14:58:05.030Z,22.3177,100.9658,4.6,us,"42km SE of Liushun, China"
2018-02-09T14:49:01.990Z,37.5833333,-119.0038333,0.15,nc,"6km SSW of Mammoth Lakes, CA"
2018-02-09T14:38:38.700Z,34.7661,139.2541,4.2,us,"27km SE of Ito, Japan"
2018-02-09T14:38:14.190Z,62.9387,-148.0875,1.9,ak,"66km SE of Cantwell, Alaska"
2018-02-09T14:37:25.159Z,40.1292,-121.0617,1.6,nn,"9km W of Greenville, California"
2018-02-09T14:35:05.260Z,33.3595,-116.3681667,1.01,ci,"12km N of Borrego Springs, CA"
2018-02-09T14:05:47.840Z,18.8886,-104.775,5.8,us,"37km SSW of San Patricio, Mexico"
2018-02-09T14:04:54.270Z,33.0391667,-116.4313333,0.61,ci,"16km ESE of Julian, CA"
2018-02-09T14:04:31.082Z,65.143,-148.6354,0.9,ak,"44km NW of Ester, Alaska"
2018-02-09T14:02:46.655Z,39.0066,-118.4073,1.4,nn,"44km WNW of Gabbs, Nevada"
2018-02-09T13:56:33.010Z,46.8881667,-112.5238333,0.64,mb,"14km ESE of Lincoln, Montana"
2018-02-09T13:51:47.700Z,36.488,-121.0705,1.21,nc,"8km SE of Pinnacles, CA"
2018-02-09T13:45:46.833Z,36.7821,-115.4023,0.9,nn,"67km NNW of Nellis Air Force Base, Nevada"
2018-02-09T13:37:41.820Z,40.1293333,-121.0681667,2.45,nc,"5km S of Canyondam, CA"
2018-02-09T13:36:46.150Z,40.153,-123.8588333,2.13,nc,"5km NW of Redway, CA"
2018-02-09T13:32:08.171Z,39.0109,-118.4093,1.6,nn,"45km WNW of Gabbs, Nevada"
2018-02-09T13:19:16.160Z,46.2005,-122.1998333,0.73,uw,"37km NNE of Amboy, Washington"
2018-02-09T13:15:21.580Z,33.739,-117.498,0.93,ci,"12km NE of Trabuco Canyon, CA"
2018-02-09T13:10:57.190Z,33.7596667,-116.0816667,1.38,ci,"12km NE of Coachella, CA"
2018-02-09T13:09:57.300Z,37.638,-119.0503333,0.37,nc,"6km W of Mammoth Lakes, CA"
2018-02-09T12:43:53.130Z,56.3611,-149.434,4.4,us,"240km SE of Kodiak, Alaska"
2018-02-09T12:39:10.540Z,-23.933,-66.7565,4.5,us,"54km NW of San Antonio de los Cobres, Argentina"
2018-02-09T12:37:12.260Z,38.8209991,-122.7969971,1.24,nc,"6km NW of The Geysers, CA"
2018-02-09T12:34:46.560Z,36.111,-117.8526667,1.6,ci,"11km NE of Coso Junction, CA"
2018-02-09T12:33:50.258Z,38.1425,-118.3763,0.4,nn,"47km SSE of Hawthorne, Nevada"
2018-02-09T12:26:35.985Z,37.3697,-117.0961,0.4,nn,"39km SSE of Goldfield, Nevada"
2018-02-09T12:24:56.250Z,38.8238335,-122.8438339,0.93,nc,"9km NW of The Geysers, CA"
2018-02-09T12:20:48.980Z,48.3003333,-114.2,1.61,mb,"8km S of Columbia Falls, Montana"
2018-02-09T12:16:13.600Z,62.1417,-150.4248,1.2,ak,"26km SW of Talkeetna, Alaska"
2018-02-09T12:14:44.080Z,37.6245,-118.8898333,0.55,nc,"8km E of Mammoth Lakes, CA"
2018-02-09T11:55:43.460Z,33.6573333,-116.729,0.37,ci,"9km S of Idyllwild, CA"
2018-02-09T11:46:28.790Z,33.7386667,-117.4965,1.13,ci,"12km NE of Trabuco Canyon, CA"
2018-02-09T11:43:56.070Z,-17.8875,-178.6641,5.9,us,"263km SE of Lambasa, Fiji"
2018-02-09T11:42:44.166Z,38.1434,-118.376,0.2,nn,"47km SSE of Hawthorne, Nevada"
2018-02-09T11:33:50.858Z,37.3758,-117.0998,0.7,nn,"38km SSE of Goldfield, Nevada"
2018-02-09T11:20:44.440Z,19.2498341,-155.4259949,1.99,hv,"7km NE of Pahala, Hawaii"
2018-02-09T11:10:50.920Z,48.2828333,-114.1785,2.5,mb,"9km NE of Evergreen, Montana"
2018-02-09T11:00:38.750Z,32.795,111.7388,4.8,us,"34km WNW of Dengzhou, China"
2018-02-09T10:56:01.070Z,33.511,-116.7941667,0.55,ci,"10km NE of Aguanga, CA"
2018-02-09T10:54:42.740Z,34.0336667,-117.0066667,1.56,ci,"3km E of Yucaipa, CA"
2018-02-09T10:49:32.680Z,33.512,-116.7966667,0.81,ci,"10km NE of Aguanga, CA"
2018-02-09T10:40:21.820Z,38.7928352,-122.7574997,0.89,nc,"2km N of The Geysers, CA"
2018-02-09T10:37:08.361Z,60.0093,-139.516,1.6,ak,"52km NNE of Yakutat, Alaska"
2018-02-09T10:37:05.030Z,34.0181667,-117.1906667,0.88,ci,"4km S of Redlands, CA"
2018-02-09T10:20:45.269Z,62.1031,-147.4268,2.3,ak,"82km ENE of Sutton-Alpine, Alaska"
2018-02-09T10:19:55.480Z,15.3094,-88.8926,4.2,us,"20km SSW of Morales, Guatemala"
2018-02-09T10:01:49.924Z,38.3549,-118.9134,0.6,nn,"29km ENE of Bridgeport, California"
2018-02-09T10:01:31.757Z,38.3552,-118.869,0.3,nn,"28km SW of Hawthorne, Nevada"
2018-02-09T09:42:46.417Z,60.8883,-151.6748,1.4,ak,"30km NW of Nikiski, Alaska"
2018-02-09T09:30:44.700Z,33.4893333,-116.4893333,0.57,ci,"19km ESE of Anza, CA"
2018-02-09T09:23:00.580Z,34.0672,136.1892,4.2,us,"0km W of Owase, Japan"
2018-02-09T09:20:06.399Z,61.2964,-151.4622,0.6,ak,"68km N of Nikiski, Alaska"
2018-02-09T09:18:06.220Z,-18.0575,-178.4513,4.5,us,"288km N of Ndoi Island, Fiji"
2018-02-09T09:17:43.350Z,36.0376667,-117.8615,1.07,ci,"8km E of Coso Junction, CA"
2018-02-09T09:16:51.960Z,36.0386667,-117.862,1.5,ci,"8km E of Coso Junction, CA"
2018-02-09T09:16:30.270Z,36.038,-117.8623333,1.29,ci,"8km E of Coso Junction, CA"
2018-02-09T09:09:50.400Z,35.2811667,-118.5458333,1.41,ci,"19km NNW of Tehachapi, CA"
2018-02-09T09:07:23.260Z,46.8441667,-121.7621667,-0.62,uw,"27km NNW of Packwood, Washington"
2018-02-09T09:06:23.820Z,46.8718333,-112.5196667,0.68,mb,"15km SE of Lincoln, Montana"
2018-02-09T09:03:31.180Z,19.1871662,-155.6371613,1.79,hv,"16km W of Pahala, Hawaii"
2018-02-09T09:01:03.560Z,38.8395004,-122.8341675,1,nc,"10km NW of The Geysers, CA"
2018-02-09T09:00:13.550Z,34.3143333,-116.8361667,1.38,ci,"6km N of Big Bear City, CA"
2018-02-09T08:56:53.460Z,55.7781,-150.2088,3.9,us,"261km SSE of Kodiak, Alaska"
2018-02-09T08:56:18.800Z,36.1295,-117.8431667,0.53,ci,"13km NE of Coso Junction, CA"
2018-02-09T08:46:19.448Z,63.4592,-150.8605,1.5,ak,"95km W of Cantwell, Alaska"
2018-02-09T08:40:34.880Z,38.7613335,-122.7323303,1.53,nc,"3km SE of The Geysers, CA"
2018-02-09T08:38:04.600Z,36.7156667,-121.3581667,2.05,nc,"9km SSW of Tres Pinos, CA"
2018-02-09T08:36:57.139Z,65.2654,-144.9185,1.9,ak,"25km SSW of Circle Hot Springs Station, Alaska"
2018-02-09T08:36:12.505Z,38.4081,-118.9272,1.1,nn,"29km WSW of Hawthorne, Nevada"
2018-02-09T08:34:14.251Z,60.0102,-153.3732,3,ak,"63km SSW of Redoubt Volcano, Alaska"
2018-02-09T08:30:48.699Z,59.2448,-152.5417,2,ak,"71km SW of Homer, Alaska"
2018-02-09T08:23:02.620Z,38.7901649,-122.762001,0.61,nc,"2km NNW of The Geysers, CA"
2018-02-09T08:23:00.220Z,33.4923333,-116.7898333,0.15,ci,"9km NE of Aguanga, CA"
2018-02-09T08:22:35.810Z,56.4573,-149.2989,4.5,us,"239km SE of Kodiak, Alaska"
2018-02-09T08:22:21.770Z,56.4528,-148.6669,4,us,"271km ESE of Kodiak, Alaska"
2018-02-09T08:18:03.190Z,36.5526667,-121.0933333,0.71,nc,"5km ENE of Pinnacles, CA"
2018-02-09T08:17:23.540Z,36.1133333,-117.9115,0.67,ci,"8km NNE of Coso Junction, CA"
2018-02-09T08:13:40.640Z,33.4951667,-116.4868333,1.08,ci,"18km ESE of Anza, CA"
2018-02-09T08:03:17.780Z,37.5966667,-118.8115,2,nc,"12km WNW of Toms Place, CA"
2018-02-09T08:00:11.668Z,37.8909,-118.577,0.8,nn,"43km NE of Mammoth Lakes, California"
2018-02-09T07:57:16.840Z,36.9328333,-113.55,1.76,uu,"19km S of Saint George, Utah"
2018-02-09T07:49:02.193Z,60.2077,-152.5471,1.5,ak,"32km SSE of Redoubt Volcano, Alaska"
2018-02-09T07:43:50.807Z,65.5997,-147.8964,1.1,ak,"82km N of College, Alaska"
2018-02-09T07:35:38.860Z,36.1141667,-117.91,0.68,ci,"8km NNE of Coso Junction, CA"
2018-02-09T07:35:04.330Z,33.499,-116.7831667,0.3,ci,"10km NE of Aguanga, CA"
2018-02-09T07:26:58.480Z,33.5145,-116.7993333,0.44,ci,"10km NE of Aguanga, CA"
2018-02-09T07:19:04.320Z,33.5115,-116.7951667,0.02,ci,"10km NE of Aguanga, CA"
2018-02-09T07:17:19.870Z,-0.0871,-18.1159,4.9,us,Central Mid-Atlantic Ridge
2018-02-09T07:08:19.755Z,59.6471,-150.6174,2.2,ak,"39km ESE of Fritz Creek, Alaska"
2018-02-09T07:03:29.260Z,33.5003333,-116.7888333,0.75,ci,"10km NE of Aguanga, CA"
2018-02-09T06:58:35.293Z,62.9021,-149.7337,2.6,ak,"67km NNE of Talkeetna, Alaska"
2018-02-09T06:54:35.350Z,13.8949,120.7624,4.3,us,"5km SE of Balayan, Philippines"
2018-02-09T06:49:46.480Z,37.4806671,-118.8088303,1.7,nc,"14km SW of Toms Place, CA"
2018-02-09T06:44:12.450Z,33.5171667,-116.4511667,0.69,ci,"21km SW of La Quinta, CA"
2018-02-09T06:42:20.410Z,33.5103333,-116.4493333,0.21,ci,"21km SW of La Quinta, CA"
2018-02-09T06:36:13.860Z,36.1261667,-120.2311667,1.46,nc,"12km E of Coalinga, CA"
2018-02-09T06:34:18.020Z,36.7278333,-121.3781667,2.08,nc,"9km SW of Tres Pinos, CA"
2018-02-09T06:33:07.341Z,61.5529,-147.8057,1.2,ak,"61km E of Lazy Mountain, Alaska"
2018-02-09T06:27:22.580Z,33.4946667,-116.7888333,0.1,ci,"9km NE of Aguanga, CA"
2018-02-09T06:20:11.290Z,33.4936667,-116.7868333,0.28,ci,"9km NE of Aguanga, CA"
2018-02-09T06:19:07.290Z,33.7873333,-116.076,1.74,ci,"15km ENE of Indio, CA"
2018-02-09T06:13:28.100Z,60.9639,-152.5019,1.7,ak,"54km NNE of Redoubt Volcano, Alaska"
2018-02-09T06:08:13.020Z,33.7858333,-116.0745,2.06,ci,"15km NE of Coachella, CA"
2018-02-09T06:03:19.890Z,33.486,-116.7935,1.71,ci,"8km NE of Aguanga, CA"
2018-02-09T06:02:34.580Z,33.4533333,-116.8785,2.15,ci,"2km NW of Aguanga, CA"
2018-02-09T06:02:16.592Z,61.5841,-152.1137,1.9,ak,"109km NNW of Nikiski, Alaska"
2018-02-09T05:56:06.504Z,38.0653,-118.7079,0.4,nn,"50km ESE of Bridgeport, California"
2018-02-09T05:54:56.100Z,38.8183327,-122.7939987,1.91,nc,"6km NW of The Geysers, CA"
2018-02-09T05:53:14.615Z,64.6685,-149.122,0.9,ak,"9km N of North Nenana, Alaska"
2018-02-09T05:36:22.080Z,38.814167,-122.8355026,0.94,nc,"8km WNW of The Geysers, CA"
2018-02-09T05:35:22.120Z,33.6708333,-116.7461667,0.82,ci,"8km SSW of Idyllwild, CA"
2018-02-09T05:34:30.190Z,38.8165016,-122.7795029,0.58,nc,"5km NNW of The Geysers, CA"
2018-02-09T05:29:43.520Z,37.6185,-118.8876667,0.78,nc,"8km ESE of Mammoth Lakes, CA"
2018-02-09T05:27:08.986Z,63.4039,-151.4866,1,ak,"126km W of Cantwell, Alaska"
2018-02-09T05:19:41.688Z,60.237,-152.7939,1.7,ak,"27km S of Redoubt Volcano, Alaska"
2018-02-09T05:16:32.970Z,37.6731667,-122.5215,2.02,nc,"5km WSW of Daly City, CA"
2018-02-09T05:10:35.330Z,37.6083333,-118.8285,0.38,nc,"14km ESE of Mammoth Lakes, CA"
2018-02-09T05:08:40.540Z,30.6537,57.365,4.1,us,"49km NNE of Kerman, Iran"
2018-02-09T04:59:26.610Z,47.4668333,-121.8493333,0.81,uw,"5km SW of North Bend, Washington"
2018-02-09T04:54:24.300Z,47.5471667,-122.609,0.77,uw,"1km N of Parkwood, Washington"
2018-02-09T04:52:07.392Z,62.1281,-151.8587,2.1,ak,"93km WSW of Talkeetna, Alaska"
2018-02-09T04:51:46.270Z,44.574,-114.369,1.94,mb,"13km NW of Challis, Idaho"
2018-02-09T04:41:43.470Z,18.2133,94.2882,4.2,us,"109km W of Myanaung, Burma"
2018-02-09T04:31:12.530Z,19.0788,-65.6336,3.35,pr,"75km NNE of Vieques, Puerto Rico"
2018-02-09T04:23:43.290Z,18.6395,-68.1893,3.01,pr,"23km ENE of Punta Cana, Dominican Republic"
2018-02-09T04:23:16.040Z,45.9135,-111.2743333,0.91,mb,"7km NE of Manhattan, Montana"
2018-02-09T04:10:15.605Z,39.3924,-119.8605,0.1,nn,"14km SSE of Mogul, Nevada"
2018-02-09T04:08:30.090Z,19.5828,-68.0661,3.12,pr,"116km NNE of Punta Cana, Dominican Republic"
2018-02-09T04:01:51.970Z,38.8233337,-122.8554993,0.32,nc,"10km WNW of The Geysers, CA"
2018-02-09T04:01:38.860Z,38.824501,-122.8554993,1.15,nc,"10km WNW of The Geysers, CA"
2018-02-09T03:59:38.905Z,61.8422,-149.8956,1.7,ak,"12km NE of Willow, Alaska"
2018-02-09T03:36:09.630Z,34.1503333,-117.5808333,0.48,ci,"3km N of Rancho Cucamonga, CA"
2018-02-09T03:29:49.265Z,38.3987,-118.9076,0.7,nn,"28km WSW of Hawthorne, Nevada"
2018-02-09T03:26:24.320Z,33.0393333,-116.419,0.64,ci,"18km ESE of Julian, CA"
2018-02-09T03:03:13.140Z,33.5676667,-116.7976667,0.37,ci,"12km W of Anza, CA"
2018-02-09T02:59:48.808Z,37.5119,-117.2143,0.6,nn,"21km S of Goldfield, Nevada"
2018-02-09T02:59:38.913Z,36.8304,-115.946,-0.2,nn,"69km N of Pahrump, Nevada"
2018-02-09T02:58:52.810Z,33.8561667,-118.4166667,2.14,ci,"2km WSW of Hermosa Beach, CA"
2018-02-09T02:55:55.130Z,37.4673347,-121.8225021,1.78,nc,"9km ENE of Milpitas, CA"
2018-02-09T02:48:50.919Z,39.401,-119.3321,0.5,nn,"4km NE of Stagecoach, Nevada"
2018-02-09T02:42:48.001Z,38.3732,-118.8745,0.3,nn,"27km SW of Hawthorne, Nevada"
2018-02-09T02:38:33.760Z,19.0586,-66.5565,2.55,pr,"66km N of Tierras Nuevas Poniente, Puerto Rico"
2018-02-09T02:37:07.077Z,37.001,-116.2911,-0.1,nn,"42km ENE of Beatty, Nevada"
2018-02-09T02:19:55.110Z,32.2318333,-115.2566667,1.97,ci,"8km W of Alberto Oviedo Mota, B.C., MX"
2018-02-09T02:16:38.090Z,35.8436667,-117.7325,1.06,ci,"19km ESE of Little Lake, CA"
2018-02-09T02:14:02.030Z,23.8936,121.6365,4.7,us,"9km SSE of Hualian, Taiwan"
2018-02-09T02:13:07.450Z,33.4998333,-116.7895,0.32,ci,"9km NE of Aguanga, CA"
2018-02-09T02:10:10.780Z,38.8026657,-122.81633,0.45,nc,"6km WNW of The Geysers, CA"
2018-02-09T02:08:17.630Z,36.5548333,-121.0948333,0.71,nc,"5km ENE of Pinnacles, CA"
2018-02-09T02:04:12.878Z,62.3897,-150.5863,1.7,ak,"25km WNW of Talkeetna, Alaska"
2018-02-09T02:03:59.080Z,47.3627,-70.3427,2.4,us,"14km SE of Baie-Saint-Paul, Canada"
2018-02-09T01:53:41.297Z,38.243,-118.6961,0.5,nn,"31km SSW of Hawthorne, Nevada"
2018-02-09T01:43:04.275Z,38.2397,-118.6705,0.1,nn,"31km S of Hawthorne, Nevada"
2018-02-09T01:41:39.615Z,38.2161,-118.7023,0.3,nn,"34km S of Hawthorne, Nevada"
2018-02-09T01:33:10.349Z,60.2226,-152.4637,1.7,ak,"33km SSE of Redoubt Volcano, Alaska"
2018-02-09T01:28:04.880Z,33.5108333,-116.7973333,0.27,ci,"10km NE of Aguanga, CA"
2018-02-09T01:17:45.720Z,18.9321,-68.8848,2.56,pr,"18km ESE of Miches, Dominican Republic"
2018-02-09T01:15:29.050Z,33.7616667,-116.1408333,0.64,ci,"8km ENE of Indio, CA"
2018-02-09T01:13:16.266Z,63.2746,-151.1026,2.1,ak,"108km W of Cantwell, Alaska"
2018-02-09T01:11:17.940Z,36.05,-117.8745,0.28,ci,"7km E of Coso Junction, CA"
2018-02-09T01:05:36.280Z,36.1456667,-120.2125,1.7,nc,"12km WSW of Huron, CA"
2018-02-09T01:04:43.862Z,59.0579,-153.0822,4.3,ak,"107km SW of Anchor Point, Alaska"
2018-02-09T01:04:21.430Z,37.6723333,-118.8715,0.35,nc,"10km ENE of Mammoth Lakes, CA"
2018-02-09T00:54:44.258Z,38.3771,-118.5949,-0.1,nn,"16km S of Hawthorne, Nevada"
2018-02-09T00:46:50.710Z,46.2595,-122.0591667,0.77,uw,"37km SSE of Morton, Washington"
2018-02-09T00:44:56.420Z,46.6471667,-121.5146667,0.82,uw,"12km ENE of Packwood, Washington"
2018-02-09T00:41:15.220Z,38.8235016,-122.8551636,0.91,nc,"10km WNW of The Geysers, CA"
2018-02-09T00:29:42.740Z,38.8361664,-122.8276672,0.86,nc,"9km NW of The Geysers, CA"
2018-02-09T00:27:21.310Z,33.7446667,-117.4953333,1.22,ci,"12km NE of Trabuco Canyon, CA"
2018-02-09T00:22:11.011Z,38.3713,-118.5833,-0.2,nn,"17km SSE of Hawthorne, Nevada"
2018-02-09T00:16:53.351Z,64.9968,-147.3984,0.9,ak,"22km NNE of Badger, Alaska"
2018-02-09T00:08:58.800Z,37.5686667,-118.8091667,0.9,nc,"11km W of Toms Place, CA"
2018-02-09T00:08:29.439Z,61.9708,-149.6415,1.3,ak,"23km SSE of Y, Alaska"
2018-02-09T00:00:12.730Z,35.6037,-115.7783,1.2,nn,"27km SSW of Sandy Valley, Nevada"
2018-02-08T23:48:36.410Z,35.5168333,-84.5128333,1.74,se,"10km NE of Athens, Tennessee"
2018-02-08T23:39:23.991Z,38.3359,-118.9266,1.9,nn,"28km ENE of Bridgeport, California"
2018-02-08T23:37:36.896Z,38.343,-118.8188,0.3,nn,"26km SW of Hawthorne, Nevada"
2018-02-08T23:37:03.880Z,36.0353333,-117.8631667,0.65,ci,"8km E of Coso Junction, CA"
2018-02-08T23:33:03.597Z,38.0717,-118.7456,0.4,nn,"47km ESE of Bridgeport, California"
2018-02-08T23:31:52.950Z,33.9375,-116.9563333,0.32,ci,"2km ENE of Beaumont, CA"
2018-02-08T23:30:06.675Z,38.1765,-118.7483,0.4,nn,"40km SSW of Hawthorne, Nevada"
2018-02-08T23:29:00.200Z,-3.1226,150.3622,4.7,us,"77km SW of Kavieng, Papua New Guinea"
2018-02-08T23:27:50.883Z,63.5683,-147.2486,1.2,ak,"87km ENE of Cantwell, Alaska"
2018-02-08T23:20:51.616Z,51.5637,-177.8798,2.2,ak,"39km SSE of Tanaga Volcano, Alaska"
2018-02-08T22:56:05.820Z,36.0386,-97.8981,2.6,us,"7km S of Hennessey, Oklahoma"
2018-02-08T22:54:27.390Z,33.8633333,-117.5136667,0.92,ci,"2km SSE of Home Gardens, CA"
2018-02-08T22:47:50.990Z,36.0791667,-117.8696667,0.73,ci,"8km ENE of Coso Junction, CA"
2018-02-08T22:45:13.220Z,36.113,-117.9136667,1.24,ci,"8km NNE of Coso Junction, CA"
2018-02-08T22:36:06.300Z,38.5568333,-112.5675,0.81,uu,"31km NNE of Beaver, Utah"
2018-02-08T22:35:13.170Z,35.6726667,-120.9988333,0.87,nc,"12km WSW of Lake Nacimiento, CA"
2018-02-08T22:29:24.990Z,17.632,-67.1566,2.45,pr,"38km S of Pole Ojea, Puerto Rico"
2018-02-08T22:24:22.357Z,59.5641,-152.6008,1.6,ak,"49km WSW of Anchor Point, Alaska"
2018-02-08T22:21:08.339Z,61.7099,-150.5387,1.4,ak,"26km W of Willow, Alaska"
2018-02-08T22:18:15.310Z,38.821167,-122.8151703,0.56,nc,"7km NW of The Geysers, CA"
2018-02-08T22:17:49.491Z,61.4776,-150.01,1.1,ak,"5km SSW of Big Lake, Alaska"
2018-02-08T22:07:41.420Z,38.7960014,-122.7969971,1.1,nc,"4km WNW of The Geysers, CA"
2018-02-08T22:04:32.024Z,39.2874,-114.9911,1.8,nn,"9km WNW of Ely, Nevada"
2018-02-08T21:58:36.450Z,-37.4535,-74.2285,4.4,us,"54km WNW of Lebu, Chile"
2018-02-08T21:39:41.230Z,33.6726667,-116.7578333,0.37,ci,"8km SSW of Idyllwild, CA"
2018-02-08T21:37:06.780Z,-37.443,-74.0573,4.6,us,"40km WNW of Lebu, Chile"
2018-02-08T21:24:50.840Z,38.8231659,-122.8013306,0.55,nc,"6km NW of The Geysers, CA"
2018-02-08T21:19:23.780Z,-37.4178,-74.0371,5.6,us,"40km WNW of Lebu, Chile"
2018-02-08T21:10:19.525Z,63.0856,-151.4985,1.5,ak,"110km NW of Talkeetna, Alaska"
2018-02-08T21:10:08.420Z,19.2453327,-155.412674,1.87,hv,"8km ENE of Pahala, Hawaii"
2018-02-08T21:07:35.940Z,38.3792,-118.5796,-0.1,nn,"16km SSE of Hawthorne, Nevada"
2018-02-08T21:04:59.130Z,48.9063333,-122.2423333,1.69,uw,"6km ESE of Nooksack, Washington"
2018-02-08T21:00:43.260Z,32.828,-117.045,0.94,ci,"7km W of Santee, CA"
2018-02-08T20:56:29.710Z,30.4063,87.8723,4.2,us,"93km SW of Jiajuedibu, China"
2018-02-08T20:48:58.010Z,46.198,-122.1836667,0.25,uw,"37km NNE of Amboy, Washington"
2018-02-08T20:44:22.890Z,38.8118324,-122.8188324,1.21,nc,"7km NW of The Geysers, CA"
2018-02-08T20:39:09.210Z,33.4996667,-116.792,0.46,ci,"9km NE of Aguanga, CA"
2018-02-08T20:28:36.430Z,18.3941,-66.0916,2.84,pr,"4km NNE of Guaynabo, Puerto Rico"
2018-02-08T20:15:18.486Z,62.0332,-149.6493,1.2,ak,"17km SE of Y, Alaska"
2018-02-08T20:12:02.540Z,39.6621667,-123.012,1.99,nc,"25km W of Alder Springs, CA"
2018-02-08T20:11:08.744Z,38.38,-118.5837,0.1,nn,"16km SSE of Hawthorne, Nevada"
2018-02-08T20:05:10.800Z,36.0361,-97.8982,2.9,us,"8km S of Hennessey, Oklahoma"
2018-02-08T19:57:34.020Z,55.8149,-149.4107,3.7,ak,"286km SE of Kodiak, Alaska"
2018-02-08T19:55:40.525Z,62.0543,-149.6351,3,ak,"16km SE of Y, Alaska"
2018-02-08T19:52:42.590Z,17.8968,-66.61,2.36,pr,"12km S of Ponce, Puerto Rico"
2018-02-08T19:50:07.010Z,45.8225,-121.9326667,0.98,uw,"13km NW of Carson, Washington"
2018-02-08T19:47:27.500Z,62.9213,-150.0423,2.3,ak,"66km N of Talkeetna, Alaska"
2018-02-08T19:46:19.310Z,18.3391,-68.0155,3.2,pr,"49km ESE of Punta Cana, Dominican Republic"
2018-02-08T19:44:28.716Z,61.5169,-151.6721,0.9,ak,"90km WSW of Willow, Alaska"
2018-02-08T19:43:25.510Z,33.748,-117.4996667,1.15,ci,"12km NE of Trabuco Canyon, CA"
2018-02-08T19:27:44.599Z,38.3774,-118.5987,1.3,nn,"16km S of Hawthorne, Nevada"
2018-02-08T19:10:29.739Z,61.9726,-149.5643,1.4,ak,"25km SE of Y, Alaska"
2018-02-08T19:04:29.820Z,42.6091667,-111.4285,2.56,uu,"15km ESE of Soda Springs, Idaho"
2018-02-08T18:57:37.820Z,40.76,-122.3161667,1.87,nc,"10km NNE of Shasta Lake, CA"
2018-02-08T18:49:53.162Z,62.9064,-150.0714,2.3,ak,"64km N of Talkeetna, Alaska"
2018-02-08T18:49:30.970Z,47.8363333,-124.2153333,0.87,uw,"17km SE of Forks, Washington"
2018-02-08T18:45:38.296Z,60.0072,-141.692,1.4,ak,"41km E of Cape Yakataga, Alaska"
2018-02-08T18:45:31.860Z,35.0446667,-118.3201667,1.28,ci,"13km W of Mojave, CA"
2018-02-08T18:44:25.662Z,38.1293,-118.3621,0.1,nn,"49km SSE of Hawthorne, Nevada"
2018-02-08T18:43:56.140Z,33.506,-116.7913333,0.47,ci,"10km NE of Aguanga, CA"
2018-02-08T18:33:29.540Z,-6.0128,153.9197,5,us,"176km W of Panguna, Papua New Guinea"
2018-02-08T18:22:39.720Z,49.4331667,-120.532,2.03,uw,"3km SSW of Princeton, Canada"
2018-02-08T18:11:43.710Z,34.0388333,-117.246,1.11,ci,"2km SE of Loma Linda, CA"
2018-02-08T18:09:51.800Z,35.9978333,-117.3585,0.95,ci,"26km N of Searles Valley, CA"
2018-02-08T17:55:48.220Z,55.8234,162.0143,4.2,us,"53km SSW of Ust'-Kamchatsk Staryy, Russia"
2018-02-08T17:29:52.670Z,33.484,-116.4581667,0.41,ci,"22km ESE of Anza, CA"
2018-02-08T17:29:38.618Z,61.7578,-150.7586,1.3,ak,"38km W of Willow, Alaska"
2018-02-08T17:23:50.120Z,38.5823333,-112.5873333,1.04,uu,"34km N of Beaver, Utah"
2018-02-08T17:14:51.750Z,33.275,-116.2705,1.01,ci,"10km ENE of Borrego Springs, CA"
2018-02-08T17:03:53.950Z,33.4911667,-116.7795,0.26,ci,"10km NE of Aguanga, CA"
2018-02-08T16:59:24.770Z,19.0553,-67.5661,2.98,pr,"80km NE of Punta Cana, Dominican Republic"
2018-02-08T16:44:47.320Z,33.8665,-117.7088333,1.05,ci,"10km ESE of Yorba Linda, CA"
